,City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,AQI,AQI_Bucket
575,Amaravati,11/5/2018,12.42,36.29,4.47,10.28,9.11,4.63,0.51,5.82,36.88,0.03,0.21,52,Satisfactory
576,Amaravati,13-05-2018,16.78,42.22,2.87,5.94,5.57,7.82,0.4,7.31,50.24,0.21,0.74,84,Satisfactory
577,Amaravati,14-05-2018,19.77,62.11,3.66,10,8.38,9.3,1.03,12.02,43.79,0.57,0,95,Satisfactory
578,Amaravati,15-05-2018,22.63,54.13,2.87,14.93,10.28,9.67,0.26,9.43,41.32,0.81,0,58,Satisfactory
579,Amaravati,17-05-2018,15.2,45.09,4.69,9.26,8.84,8.99,1.18,6.82,54.21,2.11,0.06,125,Moderate
580,Amaravati,18-05-2018,9.58,28.33,3.12,9.05,7.35,13.54,0.59,7.27,122.21,1,0,192,Moderate
581,Amaravati,20-05-2018,16.44,54.42,2.37,7.26,5.79,9.16,1.455443054,8.06,40.47,0.95,0,81,Satisfactory
582,Amaravati,22-05-2018,13.23,41.25,2.51,5.4,4.92,9.37,1.455443054,6.55,29.12,0.23,0.04,65,Satisfactory
583,Amaravati,24-05-2018,25.62,56.44,4.28,13.88,10.97,11.52,0.48,7.3,44.62,0.44,0.34,86,Satisfactory
584,Amaravati,25-05-2018,40.32,66.25,4.36,11.3,9.65,10.61,0.5,7.57,24.35,39.22,4.47,62,Satisfactory
585,Amaravati,26-05-2018,13.07,37.35,3.8,8.59,7.75,9.78,0.46,6.09,29.05,28.37,5.06,78,Satisfactory
586,Amaravati,27-05-2018,16.56,41.96,3.03,7.25,6.31,9.48,0.41,6.48,62.01,35.84,0.44,114,Moderate
587,Amaravati,28-05-2018,19.57,44.72,3.72,7.72,7.22,10.79,0.34,5.99,64.58,53.89,26.79,103,Moderate
588,Amaravati,29-05-2018,30.96,72.18,3.63,10.82,8.8,11.18,0.36,11.72,82.13,48.64,6.44,134,Moderate
589,Amaravati,2/6/2018,23.25,61.1,4.29,15.21,11.68,9.62,0.43,9.78,57.54,21.16,20.84,106,Moderate
590,Amaravati,3/6/2018,27.42,57.28,3.36,19.38,13.04,7.89,0.32,6.83,77.6,16.54,8.98,129,Moderate
591,Amaravati,4/6/2018,31.26,72.82,2.6,10.78,7.92,9.02,0.4,7.7,100.25,6.66,1,136,Moderate
592,Amaravati,5/6/2018,28.12,70.21,2.67,13.18,9.28,11.27,0.38,7.28,126.43,4.24,6.34,155,Moderate
593,Amaravati,6/6/2018,32.33,55.74,3.37,18.42,12.62,13.99,0.51,6.22,44.58,1.84,76.32,87,Satisfactory
594,Amaravati,21-06-2018,18.81,55.66,3.91,11.7,9.49,11.32,1.01,5.53,62.72,0.23,0.26,88,Satisfactory
595,Amaravati,22-06-2018,18.69,50.06,3.48,12.39,9.52,12.21,0.81,7.62,68.32,0.38,0.2,101,Moderate
596,Amaravati,23-06-2018,17.85,43.47,3.35,11.42,8.88,11.67,1.05,6.86,63.17,0.41,0.24,80,Satisfactory
597,Amaravati,24-06-2018,18.09,45.11,3,7.26,6.39,9.25,1,6.14,64.6,0.4,0.24,89,Satisfactory
598,Amaravati,25-06-2018,18.93,60.89,3.85,7.4,7.15,10.94,0.55,6.76,50.27,0.43,0.26,71,Satisfactory
599,Amaravati,26-06-2018,16.86,48.26,2.98,8.54,6.96,10.01,0.52,7.12,50.39,0.36,0.22,68,Satisfactory
600,Amaravati,27-06-2018,16.85,54.97,5.26,10.6,10,11.26,0.57,7.55,43.4,0.38,0.25,56,Satisfactory
601,Amaravati,28-06-2018,16.46,33.5,5.95,17.41,14.19,11.74,0.61,4.72,40.44,0.48,0.5,65,Satisfactory
602,Amaravati,29-06-2018,18.4,49.43,4.29,13.66,10.85,13.37,0.38,5.51,48,0.4,0.28,66,Satisfactory
603,Amaravati,30-06-2018,20.31,49.14,3.84,12.76,9.99,12.81,0.41,7.54,61.59,0.39,0.25,96,Satisfactory
604,Amaravati,1/7/2018,23.99,46.59,3.45,16.64,11.74,15.06,0.51,5.01,46.14,0.34,0.32,68,Satisfactory
605,Amaravati,2/7/2018,20.36,41.99,4.47,15.53,11.98,13.73,0.52,6.62,53.13,0.32,0.27,76,Satisfactory
606,Amaravati,3/7/2018,15.08,38.79,5.11,13.96,11.66,10.28,0.4,4.9,44.36,0.32,0.25,70,Satisfactory
607,Amaravati,4/7/2018,19.42,69.33,5.64,13.23,11.71,10.96,0.41,5.6,47.28,0.29,0.25,75,Satisfactory
608,Amaravati,5/7/2018,13.93,48.97,5.11,10.72,9.94,11.11,0.33,6.52,44.77,0.3,0.25,73,Satisfactory
609,Amaravati,6/7/2018,18.29,41.01,6.12,17.63,14.44,13.21,0.63,6.53,37.35,0.32,0.29,85,Satisfactory
610,Amaravati,7/7/2018,17.25,32.02,2.58,6.82,5.82,11.04,0.37,4.65,65.23,0.29,0.2,83,Satisfactory
611,Amaravati,8/7/2018,13.43,26.94,2.11,5.31,4.54,9.79,0.46,5.17,54.03,0.26,0.2,73,Satisfactory
612,Amaravati,9/7/2018,16.83,38.25,3.04,7.43,6.51,9.56,0.37,5.69,61.43,0.28,0.21,75,Satisfactory
613,Amaravati,10/7/2018,18.16,38.17,3.03,6.81,6.17,10.87,0.36,5.36,53.27,0.24,0.21,63,Satisfactory
614,Amaravati,11/7/2018,16.89,30.98,2.61,6.37,5.51,10.19,0.39,6.75,54.84,0.35,0.87,62,Satisfactory
615,Amaravati,12/7/2018,15.95,25.24,7.52,7.16,10.56,16.27,0.64,8.77,37.76,0.28,0.12,79,Satisfactory
616,Amaravati,13-07-2018,14.05,30.86,2.4,7.74,6.2,13.78,0.16,6.45,30.33,0.26,0.09,37,Good
617,Amaravati,14-07-2018,9.85,29.97,3.12,7.5,6.61,15.05,0.4,6.02,21.63,0.22,0.08,35,Good
618,Amaravati,15-07-2018,8.68,26.62,2.19,5.01,4.44,12.07,0.31,6.29,19.52,0.2,0.06,31,Good
619,Amaravati,16-07-2018,7.5,24.01,3.64,6.56,6.54,11.23,0.3,7.42,20.89,0.23,0.08,29,Good
620,Amaravati,17-07-2018,7.75,28.62,4.99,8.7,8.78,13.07,0.44,10.4,25.38,0.21,0.09,32,Good
621,Amaravati,18-07-2018,10.45,41.47,4.1,11.13,9.34,14.62,0.47,9.94,28.24,0.21,0.09,39,Good
622,Amaravati,19-07-2018,12.7,49.26,4.31,9.81,8.8,11.05,0.42,8.98,32.3,0.22,0.1,48,Good
623,Amaravati,20-07-2018,14.48,35.5,5.28,12.77,11.09,12.61,0.5,9.81,24.28,0.19,0.07,42,Good
624,Amaravati,21-07-2018,17.96,47.61,5.68,14.95,12.66,14.75,0.69,6.51,32.73,0.19,0.12,73,Satisfactory
625,Amaravati,22-07-2018,16.87,50.6,2.22,7.8,5.94,14.92,0.38,12.46,31.82,0.18,0.06,59,Satisfactory
626,Amaravati,24-07-2018,17.42,56.44,5.71,16.26,13.39,15.6,0.47,11.83,28.85,0.21,0.11,55,Satisfactory
627,Amaravati,25-07-2018,17.79,68.97,7.15,16.25,14.55,14.24,0.62,10.42,26.08,0.16,0.08,86,Satisfactory
628,Amaravati,26-07-2018,18.75,82.27,4.66,15.45,12.1,16.15,0.55,9.13,27.44,0.16,0.1,100,Satisfactory
629,Amaravati,27-07-2018,11.92,46.76,3.33,7.75,6.92,16.19,0.57,10.97,29.93,0.13,0.05,85,Satisfactory
630,Amaravati,28-07-2018,17.74,80.26,10.41,20.1,19.29,18.23,0.49,10.98,27.33,0.2,0.19,57,Satisfactory
631,Amaravati,29-07-2018,21.78,76.32,5.21,20.63,15.21,18.8,0.44,9.64,25.7,0.16,0.18,85,Satisfactory
632,Amaravati,30-07-2018,28.31,98.01,9.45,24.83,20.98,18.71,0.54,6.69,31.12,0.13,0.12,85,Satisfactory
633,Amaravati,31-07-2018,27.1,112.48,9.04,23.91,20.07,21.23,0.47,12.6,23.43,0.16,0.22,106,Moderate
634,Amaravati,1/8/2018,20.21,91.71,4.66,16.41,12.61,18.05,0.34,6.74,29.91,0.12,0.08,100,Satisfactory
635,Amaravati,2/8/2018,18.52,51.48,6.99,18.33,15.52,20.07,0.43,12.46,28.73,0.13,0.1,68,Satisfactory
636,Amaravati,3/8/2018,25.59,70.1,10.33,21.95,20.17,21.89,0.5,8.64,26.4,0.13,0.14,61,Satisfactory
637,Amaravati,4/8/2018,21.79,75.21,4.79,15.65,12.3,19.74,0.38,11.1,30.57,0.12,0.08,71,Satisfactory
638,Amaravati,5/8/2018,24,80,1.4,28.8,16.4,35.2,0.95,2.9,17.6,0.2,0.1,77,Satisfactory
639,Amaravati,7/8/2018,18.47,52.91,7.36,16.89,15.06,16.57,0.8,11.49,22.14,0.11,0.09,111,Moderate
640,Amaravati,8/8/2018,16.73,40.15,6.61,16.05,14,19.69,0.44,9.02,20.11,0.11,0.07,47,Good
641,Amaravati,9/8/2018,18.72,57.71,7.08,25.46,19.29,22.11,0.42,12.33,18.28,0.12,0.15,47,Good
642,Amaravati,10/8/2018,11.39,28.72,4.4,11.2,9.63,24.46,0.39,9.47,21.17,0.12,0.07,48,Good
643,Amaravati,11/8/2018,10.62,19.96,3.71,9.32,8.1,17.43,0.59,10.32,14.62,0.07,0.03,49,Good
644,Amaravati,12/8/2018,8.1,15.83,2.78,8.58,6.84,11.88,0.77,8.72,14.52,0,0,50,Good
645,Amaravati,13-08-2018,9.28,16.42,5.01,7.85,8.31,14.27,0.92,8.12,12.29,0.04,0.03,57,Satisfactory
646,Amaravati,14-08-2018,7.45,20.5,3.99,8.92,8.08,14.63,0.88,8.35,16.01,0.05,0.04,60,Satisfactory
647,Amaravati,15-08-2018,15.32,45.04,3.13,10.48,8.12,15.07,0.88,8.93,14.12,0.1,0.06,52,Satisfactory
648,Amaravati,16-08-2018,8.84,23.71,3.77,6.74,6.74,18.92,0.95,8.39,21.01,0.1,0.02,54,Satisfactory
649,Amaravati,17-08-2018,11.39,24.61,3.02,7.96,6.77,13.6,0.96,11.82,26.34,0.1,0.02,63,Satisfactory
650,Amaravati,18-08-2018,12.51,32.52,2.71,6.6,5.8,14.61,0.86,9.47,28.28,0.1,0.02,53,Satisfactory
651,Amaravati,19-08-2018,8.71,14.17,1.36,6.04,4.31,20.04,1.03,8.12,22.3,0.1,0.01,56,Satisfactory
652,Amaravati,21-08-2018,11.3,27.28,5.81,11.69,11.08,9.62,1.2,9.05,24.93,0.12,0.07,112,Moderate
653,Amaravati,22-08-2018,7,7.8,1.7,7.66,5.45,17.12,1.08,8.39,17.77,0.09,0,75,Satisfactory
654,Amaravati,24-08-2018,15.76,40.74,4.78,19.03,14.1,16.38,1.36,9.46,23.34,0.1,0.09,89,Satisfactory
655,Amaravati,25-08-2018,18.79,60.26,5.2,20.45,15.18,18.52,1.1,10.01,22.54,0.1,0.07,76,Satisfactory
656,Amaravati,26-08-2018,15.05,43.47,3.3,14.59,10.44,19.91,0.95,10.12,22.85,0.1,0.04,78,Satisfactory
657,Amaravati,27-08-2018,10.1,23.92,4.73,13.33,11.02,19.26,0.87,9.24,20.67,0.1,0.08,66,Satisfactory
658,Amaravati,28-08-2018,14.43,43.47,6.66,16.04,14.03,17.73,0.95,9.76,24.54,0.09,0.06,61,Satisfactory
659,Amaravati,29-08-2018,22.65,57.46,4.52,16.8,12.7,19.88,1.18,8.89,29.44,0.1,0.08,83,Satisfactory
660,Amaravati,30-08-2018,28.45,81.89,6.68,19.36,15.81,20.7,1.39,9.78,29.76,0.1,0.07,87,Satisfactory
661,Amaravati,31-08-2018,24.94,69.22,3.56,19.99,13.29,20.42,1.4,11.98,28.1,0.04,0.06,97,Satisfactory
662,Amaravati,1/9/2018,26.24,62.75,4.63,21.34,15.23,24.55,1.68,11.17,27.98,0.07,0.12,98,Satisfactory
663,Amaravati,2/9/2018,30.6,76.16,7.16,24.63,18.91,22.37,1.71,11.64,24.36,0.11,0.18,99,Satisfactory
664,Amaravati,3/9/2018,21.81,78.68,12.19,23.75,22.67,21.76,1.64,11.8,29.05,0.09,0.07,94,Satisfactory
665,Amaravati,4/9/2018,24.22,86.08,9.81,26.49,22.16,21.11,1.68,11.54,26.93,0.09,0.1,98,Satisfactory
666,Amaravati,5/9/2018,19.82,71.36,5.45,17.14,13.64,20.62,1.82,12.89,29.25,0.07,0.09,102,Moderate
667,Amaravati,6/9/2018,25.11,81.43,6.01,21.87,16.61,16.71,1.57,11.73,31.81,0.09,0.08,96,Satisfactory
668,Amaravati,7/9/2018,31.3,101.05,9.49,25.22,21.23,18.06,1.48,11.06,35.61,0.08,0.16,90,Satisfactory
669,Amaravati,8/9/2018,27.1,89.38,11.58,21.31,20.76,23.69,1.54,10.21,28.77,0.08,0.11,106,Moderate
670,Amaravati,11/9/2018,33.28,75.5,10.44,32.4,25.96,23.03,1.11,8.91,30.15,0.07,0.07,88,Satisfactory
671,Amaravati,12/9/2018,40.66,82.62,4.78,23.58,16.52,21.37,0.76,10.9,38.55,0.05,0.03,103,Moderate
672,Amaravati,13-09-2018,40.56,66.97,2.56,17.56,11.42,22.66,0.62,11.29,37.87,0.07,0.11,76,Satisfactory
673,Amaravati,14-09-2018,37.93,67.4,3.85,20.86,14.32,19.44,0.78,8.91,34.81,0.07,0.17,68,Satisfactory
674,Amaravati,15-09-2018,31.64,69.39,2.6,18.65,11.86,24.14,0.66,9.58,39.56,0.06,0.07,75,Satisfactory
675,Amaravati,18-09-2018,22.12,34.83,3.73,16.1,11.69,18.14,1.34,10.48,41.51,0.01,0.02,89,Satisfactory
676,Amaravati,19-09-2018,29.25,52.84,4.16,17.41,12.79,17.82,0.81,11.24,42.2,0,0.03,79,Satisfactory
677,Amaravati,20-09-2018,38.32,80.97,3.61,26.27,16.89,18.04,0.65,13.38,25.95,0.05,0.18,65,Satisfactory
678,Amaravati,21-09-2018,35.02,71.42,2.84,21.04,13.5,19.86,0.74,6.28,41.37,0.02,0.03,80,Satisfactory
679,Amaravati,22-09-2018,24.29,50.33,3.45,13.45,10.13,18.22,0.97,14.1,47.86,0.03,0.07,81,Satisfactory
680,Amaravati,23-09-2018,19.69,50.18,3.1,12.18,9,16.71,0.43,12.28,27.91,0,0.02,52,Satisfactory
681,Amaravati,24-09-2018,18.81,50.51,6.24,14.01,12.61,15.48,0.92,14.67,20.67,0.01,0.02,89,Satisfactory
682,Amaravati,25-09-2018,26.13,60.44,8.3,22.94,19.06,19.43,0.82,27,30.84,0.03,7.96,59,Satisfactory
683,Amaravati,26-09-2018,24.08,45.81,8.17,27.49,21.37,18.56,0.84,13.47,27.49,0.03,0.07,62,Satisfactory
684,Amaravati,27-09-2018,21.81,37.31,6.87,28.22,20.75,19.6,0.62,17.33,25.36,0.02,0.13,52,Satisfactory
685,Amaravati,29-09-2018,14.58,41.04,15.55,15.29,20.86,15.78,0.85,14.92,20.11,0.03,0.06,61,Satisfactory
686,Amaravati,30-09-2018,61.88622342,42.61,10.61,14.9,16.55,16.9,0.84,11.9,25.72,0.01,0.06,57,Satisfactory
687,Amaravati,1/10/2018,8.98,37.07,6.59,12.51,12.1,18.93,0.75,8.48,21.47,0,0.03,49,Good
688,Amaravati,2/10/2018,9.7,30.1,20.22,13.81,23.79,16.77,0.72,7.25,14.92,0.01,0.1,48,Good
689,Amaravati,5/10/2018,25.88,56.44,6.94,17.79,15.2,15.01,0.84,12.41,27.48,0.04,0.21,56,Satisfactory
690,Amaravati,6/10/2018,49.7,109.35,8.38,25.91,20.65,17.96,0.76,14.31,46.63,0.05,0.16,80,Satisfactory
691,Amaravati,7/10/2018,68.66,163.06,11.84,36.24,28.91,26.12,0.86,10.92,28.42,0.09,0.07,121,Moderate
692,Amaravati,9/10/2018,65.16,184.84,22.45,52.69,46.28,18.53,1.07,25.5,37.46,0.08,0.14,142,Moderate
693,Amaravati,10/10/2018,52.88,172.08,5.52,26.45,18.96,21.36,0.81,31.74,57.33,0.04,0.05,154,Moderate
694,Amaravati,12/10/2018,40.99,122.69,4.32,29.54,19.32,17.01,0.6,24.37,44.5,0.06,0.08,130,Moderate
695,Amaravati,13-10-2018,47.2,116.44,5.83,28.13,19.71,19.97,0.88,16.73,36.92,0.06,0.09,109,Moderate
696,Amaravati,14-10-2018,39.22,102.6,4.9,24.58,17.06,22.01,0.95,10.6,25.73,0,0.06,113,Moderate
697,Amaravati,15-10-2018,36.86,76.61,8.26,27.36,21.36,20.86,1.09,9.33,21.11,0.02,0.12,91,Satisfactory
698,Amaravati,16-10-2018,34.41,72.03,10.35,25.38,22,19.19,1.07,10.8,21.99,0.02,0.19,77,Satisfactory
699,Amaravati,17-10-2018,22.05,48.93,6.04,18.92,15.15,19.77,0.94,10.51,26.78,0,0.02,80,Satisfactory
700,Amaravati,23-10-2018,71.31,155.98,11.55,25.88,23.25,14.58,1.29,11.32,34.32,0.06,0.08,149,Moderate
701,Amaravati,24-10-2018,63.54,130.58,4.41,25.81,17.47,15.53,1.17,19.34,47.53,0.07,0.07,133,Moderate
702,Amaravati,26-10-2018,56.53,128.8,9.84,36.38,27.43,16.01,1.18,13.43,41.17,0.08,0.15,122,Moderate
703,Amaravati,27-10-2018,69.42,167.05,1.79,45.82,25.35,14.06,1.35,23.42,39,0.07,0.38,133,Moderate
704,Amaravati,28-10-2018,53.53,119.1,1.52,38.23,21.54,13.73,0.88,15.52,37.22,0.07,0.28,133,Moderate
705,Amaravati,29-10-2018,48.33,115.41,1.38,36.77,20.23,15.37,1.16,28.74,37.42,0.08,0.22,118,Moderate
706,Amaravati,30-10-2018,58.65,125.68,1.23,36.24,20.27,14.82,1.26,14.54,31.09,0.07,0.13,118,Moderate
707,Amaravati,31-10-2018,33.33,65.58,1.24,19.63,11.45,12.35,0.88,10.4,32.06,0.04,0.15,98,Satisfactory
708,Amaravati,3/11/2018,12.7,38.49,4.68,30.66,20.22,1.62,0.89,8.59,23.45,0,0.05,75,Satisfactory
709,Amaravati,4/11/2018,16.86,36.56,4.6,26.48,17.83,2.72,0.55,10.19,21.33,0,0.05,45,Good
710,Amaravati,5/11/2018,21.58,68.71,20.4,39.44,37.67,3.41,0.73,10.43,19.42,0,0.07,61,Satisfactory
711,Amaravati,6/11/2018,23.22,64.84,20.42,39.56,37.74,2.15,0.89,10.33,21.33,0.01,0.11,86,Satisfactory
712,Amaravati,7/11/2018,28.39,71.27,11.5,45.23,33.61,0.3,1.04,10.36,35.14,0.01,0.05,70,Satisfactory
713,Amaravati,9/11/2018,51.51,111.28,20.08,57.93,47.24,2.03,1.07,12.3,26.53,0.04,0.11,105,Moderate
714,Amaravati,10/11/2018,56.85,115.5,16.11,62.91,46.64,2.73,0.82,18.89,27.44,0.03,0.09,106,Moderate
715,Amaravati,11/11/2018,68.25,129.41,15.11,65,46.85,3.53,1.22,25.14,30.3,0.08,0.29,120,Moderate
716,Amaravati,12/11/2018,84.48,164.24,14.25,80.74,54.62,3.19,1.21,30.44,33.39,0.1,0.39,156,Moderate
717,Amaravati,13-11-2018,77.38,173.47,22.55,75.54,58.58,4.88,1.15,30.69,35.94,0.09,0.29,182,Moderate
718,Amaravati,14-11-2018,71.23,160.66,15.11,89.44,59.86,3.45,1.48,38.91,32.4,0.12,0.56,144,Moderate
719,Amaravati,17-11-2018,16.21,48,13.93,43.42,34.5,8.82,0.87,7.51,17.51,0.01,0.07,64,Satisfactory
720,Amaravati,18-11-2018,19.48,46.57,14.56,35.92,30.95,10.76,0.84,7.49,15.47,0.01,0.07,56,Satisfactory
721,Amaravati,19-11-2018,26.8,66.67,5.44,38.81,25.15,9.87,1.03,9.65,22.63,0,0.04,80,Satisfactory
722,Amaravati,20-11-2018,48.35,100.01,3.87,38.27,23.58,10.18,1.07,12.15,35.86,0,0.04,88,Satisfactory
723,Amaravati,21-11-2018,50.02,100.82,3.59,47.93,28.6,7.09,0.89,16.66,43.61,0.02,0.08,102,Moderate
724,Amaravati,26-11-2018,85.11,183.15,9.11,97.16,59.17,3.61,1.28,17.17,37.99,0.1,0.23,189,Moderate
725,Amaravati,27-11-2018,93.95,190.73,19.47,105.22,71.79,3.81,1.81,20.78,39.9,0.11,0.3,190,Moderate
726,Amaravati,28-11-2018,80.96,152.44,4.73,89.01,51.18,2.95,1.51,15.71,41.41,0.12,0.26,215,Poor
727,Amaravati,1/12/2018,77.86,159.49,10.69,90.28,56.71,4.66,1.16,14.21,22.45,0.1,0.5,145,Moderate
728,Amaravati,2/12/2018,70.89,125.4,3.58,68.12,39.14,1.79,1.17,13.87,29.82,0.07,0.44,160,Moderate
729,Amaravati,3/12/2018,74.34,129.57,4.54,69.78,40.81,3.38,1.09,14.03,33.95,0.09,0.12,130,Moderate
730,Amaravati,4/12/2018,97.09,143.69,4.09,86.95,49.58,1.52,1.11,13.62,33.03,0.1,0.12,176,Moderate
731,Amaravati,5/12/2018,89.63,137.58,4.32,76.89,44.42,10.9,1.6,14.31,32.5,0.1,0.21,245,Poor
732,Amaravati,7/12/2018,100.1,155.25,4.45,92.4,52.76,6.31,0.76,10.86,27.99,0.1,0.11,209,Poor
733,Amaravati,8/12/2018,110.12,172.67,5.15,92.9,53.61,8.66,1.37,11.12,33.26,0.1,0.05,256,Poor
734,Amaravati,9/12/2018,111.21,170.04,4.42,76.7,44.4,10.99,1.47,10.17,31.17,0.06,0.06,266,Poor
735,Amaravati,10/12/2018,107.24,162.72,5.85,72.27,43.16,13.91,1.14,9.58,28.5,0.09,0.04,276,Poor
736,Amaravati,11/12/2018,89.07,160.83,5.59,72.19,42.93,17.31,1.23,11.7,29.51,0.07,0.05,218,Poor
737,Amaravati,12/12/2018,93.1,163.9,5.46,77.58,45.71,16.59,0.97,13.75,33.59,0.1,0.11,206,Poor
738,Amaravati,14-12-2018,90.61,164.19,5.37,74.89,44.2,16.85,1.07,17.68,31.59,0.11,0.3,180,Moderate
739,Amaravati,15-12-2018,96.57,174.31,3.33,57.77,33.44,18.28,1.1,23.81,39.75,0.11,0.11,217,Poor
740,Amaravati,16-12-2018,78.15,137.52,3.6,50.62,29.86,20.78,0.96,23.87,26.46,0.07,0.15,211,Poor
741,Amaravati,17-12-2018,19.26,22.54,2,30.38,17.79,21.15,0.7,10.94,18.91,0,0,90,Satisfactory
742,Amaravati,18-12-2018,10.89,19.98,2.2,28.6,17.01,22.45,0.45,12.41,17.5,0,0,49,Good
743,Amaravati,19-12-2018,16.38,33.04,4.77,39.69,24.99,23.12,0.67,44.59,19.12,0,0.01,46,Good
744,Amaravati,21-12-2018,48.88,84.99,6.61,63.12,38.95,19.24,0.94,29.45,23.97,0.06,0.16,81,Satisfactory
745,Amaravati,22-12-2018,55.24,81.9,3.65,55.65,32.57,17.93,1.17,13.62,27.34,0.07,0.15,89,Satisfactory
746,Amaravati,23-12-2018,83.4,121.25,2.86,46.47,27.04,20.01,1,12.32,32.68,0.08,0.21,136,Moderate
747,Amaravati,24-12-2018,93.78,142.65,5.55,67.51,40.43,19.51,1.34,42.75,29.16,0.1,0.21,199,Moderate
748,Amaravati,25-12-2018,92.72,135.61,13.43,77.45,52.11,19.49,1.16,20.19,24.79,0.1,0.22,221,Poor
749,Amaravati,26-12-2018,76.48,114.53,12.45,69.63,47.16,18.65,1.08,13.32,24.73,0.05,0.05,178,Moderate
750,Amaravati,28-12-2018,73.19,127.1,13.43,69.17,47.7,21.66,0.92,25.43,22.5,0.07,0.22,119,Moderate
751,Amaravati,29-12-2018,82.53,145.06,5.44,67.17,40.16,21.34,1.01,28.57,24.03,0.09,0.19,153,Moderate
752,Amaravati,30-12-2018,95.18,154.73,4.57,76.4,44.35,15.29,1.34,33.25,30.68,0.1,0.36,202,Poor
753,Amaravati,31-12-2018,79.29,136.71,4.24,74.24,42.93,15.82,1.1,40.52,28.79,0.09,0.23,191,Moderate
754,Amaravati,1/1/2019,83.17,140.9,6.56,83.38,49.69,15.16,1.09,30.85,24.84,0.1,0.21,183,Moderate
755,Amaravati,2/1/2019,109.97,189.28,13.93,124.57,77.59,10.65,1.38,48.92,30.25,0.11,0.25,210,Poor
756,Amaravati,3/1/2019,139.38,230.27,35.59,140.17,103.49,8.7,1.24,42.26,20.87,0.13,0.58,304,Very Poor
757,Amaravati,4/1/2019,126.47,187.83,9.48,106.1,64.14,9.27,1.43,15.29,26.24,0.12,0.25,312,Very Poor
758,Amaravati,5/1/2019,127.94,196.3,6.73,92.41,54.63,11.1,1.33,15.9,28.51,0.11,0.31,304,Very Poor
759,Amaravati,6/1/2019,126.66,184.73,9.63,94.51,58.1,13.66,1.45,11.75,26.07,0.12,0.22,306,Very Poor
760,Amaravati,7/1/2019,121.47,215.5,17.24,103.31,68.98,13.63,1.5,16.53,24.55,0.12,0.31,302,Very Poor
761,Amaravati,8/1/2019,118.17,219.63,36.87,121.38,94.54,11.21,1.25,39.68,21.18,0.1,0.25,298,Poor
762,Amaravati,9/1/2019,97.45,225.75,12.68,121.94,75.16,10.39,0.86,66.39,27.23,0.09,0.16,274,Poor
763,Amaravati,10/1/2019,115.23,198.47,14.96,113.39,72.47,7.38,0.78,9.43,20.07,0.11,0.23,270,Poor
764,Amaravati,11/1/2019,121.81,193.4,11.17,100.16,62.36,8.62,0.96,10.56,24.73,0.1,0.15,302,Very Poor
765,Amaravati,12/1/2019,99.69,157.03,5.83,71.61,42.84,15.19,0.5,10.52,24.22,0.08,0.08,257,Poor
766,Amaravati,13-01-2019,92.66,146.49,4.86,57.32,34.44,17.36,0.64,12.33,25.51,0.07,0.18,212,Poor
767,Amaravati,14-01-2019,116.99,172.92,2.91,58.43,33.44,17.38,0.44,12.91,26.84,0.1,0.12,256,Poor
768,Amaravati,15-01-2019,120.33,182.65,5.68,60.37,36.74,17.46,1.02,26.39,21.83,0.08,0.14,301,Very Poor
769,Amaravati,16-01-2019,108.43,159.44,3.49,50.62,29.77,17.97,0.7,6.49,24.73,0.08,0.13,274,Poor
770,Amaravati,17-01-2019,118,174.01,3.46,58.6,33.99,16.97,0.82,13.73,24.69,0.1,0.18,262,Poor
771,Amaravati,18-01-2019,107.94,163.17,5.64,63.17,38.2,18.79,0.8,26.75,21.59,0.08,0.15,287,Poor
772,Amaravati,19-01-2019,108.34,173.27,13.44,61.22,43.49,22.53,0.72,11.71,23.64,0.09,0.13,262,Poor
773,Amaravati,20-01-2019,96.45,159.1,17.23,71.77,52.18,17.22,0.91,16,22.52,0.07,0.11,242,Poor
774,Amaravati,21-01-2019,90.25,141.29,7.53,64.26,40.3,18.38,0.55,14.8,25.31,0.06,0.09,204,Poor
775,Amaravati,22-01-2019,100.34,165.55,20.01,60.14,48.26,20.43,0.85,13.57,24.82,0.06,0.08,230,Poor
776,Amaravati,23-01-2019,62.75,117.55,4.15,49.18,29.54,21.17,0.55,13.17,28.15,0.02,0.02,171,Moderate
777,Amaravati,24-01-2019,62.74,108.94,6.36,43.14,28.2,20.36,0.87,11.48,20.37,0.04,0.04,113,Moderate
778,Amaravati,25-01-2019,34.51,63.23,3.87,38.2,23.52,21.38,0.72,12.19,17.24,0.02,0.01,96,Satisfactory
779,Amaravati,26-01-2019,15.12,40.61,2.65,22.75,14.26,22.92,0.38,8.37,19.39,0,0.02,56,Satisfactory
780,Amaravati,27-01-2019,27.25,49.07,2.38,27.55,16.59,22.29,0.44,11.04,19.68,0.02,0.06,48,Good
781,Amaravati,28-01-2019,51.67,70.71,5.29,55.79,34.06,17.58,1.28,15.66,20.15,0.06,0.12,91,Satisfactory
782,Amaravati,29-01-2019,54.24,87.78,5.5,56.1,34.39,17.76,0.98,27.99,25.38,0.04,0.05,96,Satisfactory
783,Amaravati,30-01-2019,47.81,99.22,5.98,65.34,39.69,17.61,1.02,26.84,36.53,0.03,0.08,111,Moderate
784,Amaravati,31-01-2019,84.99,137.17,5.14,71.78,42.43,12.16,1.39,15.58,47.94,0.07,0.14,143,Moderate
