,City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,AQI,AQI_Bucket
0,Ahmedabad,15-05-2019,37.55,122.41,15.08,85.12,58.72,25.24912927,15.08,163.01,48.23,16.44,85.54,281,Poor
1,Ahmedabad,16-05-2019,33.97,116.32,14.67,79.71,55.61,25.24912927,14.67,91.26,51.86,15.55,83.89,330,Very Poor
2,Ahmedabad,17-05-2019,35.48,130.07,18.02,77.61,58.41,25.24912927,18.02,98.35,38.99,15.88,83.83,356,Very Poor
3,Ahmedabad,18-05-2019,34.11,138.31,13.27,75.23,51.83,25.24912927,13.27,88.66,42.22,15.93,82.73,359,Very Poor
4,Ahmedabad,19-05-2019,33.69,111.73,34.56,68.9,69.77,25.24912927,34.56,80.9,36.95,15.53,84.17,547,Severe
5,Ahmedabad,20-05-2019,42.31,118.65,17.47,81.84,59.84,25.24912927,17.47,89.57,46.68,15.98,83.87,813,Severe
6,Ahmedabad,21-05-2019,24.6,103.88,11.03,81.24,52.21,25.24912927,11.03,80.74,46.65,15.31,82.95,321,Very Poor
7,Ahmedabad,22-05-2019,27.93,103.3,11.44,76.75,50.49,25.24912927,11.44,86.48,54.34,15.6,84.17,270,Poor
8,Ahmedabad,23-05-2019,41.39,135.65,14.29,89.1,59.76,25.24912927,14.29,105.96,49.7,16.33,83.95,323,Very Poor
9,Ahmedabad,24-05-2019,46.79,148,14.31,93.27,61.82,25.24912927,14.31,131.04,56.31,15.21,82.4,344,Very Poor
10,Ahmedabad,25-05-2019,51.63,156.97,17.96,89.18,63.98,25.24912927,17.96,134.22,49.62,15.72,83.2,404,Severe
11,Ahmedabad,26-05-2019,63.15,177.87,28.03,100.08,80.78,25.24912927,28.03,122.43,50.32,17.05,84.59,558,Severe
12,Ahmedabad,27-05-2019,57.47,163.36,21.39,112.68,79.36,25.24912927,21.39,143.3,52.19,16.47,84.11,435,Severe
13,Ahmedabad,28-05-2019,50.27,156.63,21.02,103.05,74.24,25.24912927,21.02,118.55,49.86,16.92,85.28,440,Severe
14,Ahmedabad,29-05-2019,42.02,140.66,16.43,71.51,53.58,25.24912927,16.43,82.75,52.44,16.99,85.25,374,Very Poor
15,Ahmedabad,30-05-2019,48.74,153.69,19.89,91.02,67.08,25.24912927,19.89,138.12,52.86,17.04,83.72,515,Severe
16,Ahmedabad,31-05-2019,46.51,136.34,16.75,85.37,60.74,25.24912927,16.75,145.55,44.53,15.68,84.55,360,Very Poor
17,Ahmedabad,1/6/2019,48.1,142.06,23.83,70.71,61.67,25.24912927,23.83,142.52,40.22,15.5,84.08,467,Severe
18,Ahmedabad,2/6/2019,41.38,119.91,21.8,70.35,59.18,25.24912927,21.8,134.76,41.5,15.9,83.78,402,Severe
19,Ahmedabad,3/6/2019,46.46,134.2,22.33,74.31,61.71,25.24912927,22.33,137.83,47.63,14.5,81.45,419,Severe
20,Ahmedabad,4/6/2019,39.68,117.51,20.89,77.12,61.44,25.24912927,20.89,139.31,71.62,12.58,79.02,408,Severe
21,Ahmedabad,5/6/2019,38.27,113.84,18.87,61.74,51.63,25.24912927,18.87,112.15,82.73,115.14,371.65,402,Severe
22,Ahmedabad,6/6/2019,35.06,127.56,12.63,68.94,48.03,25.24912927,12.63,101.14,75.71,26.24,85.15,303,Very Poor
23,Ahmedabad,7/6/2019,48.74,135.9,16.38,154.42,94,25.24912927,16.38,58.6,73.95,7.29,80.04,358,Very Poor
24,Ahmedabad,8/6/2019,35.3,120.77,15.2,146.65,88.87,25.24912927,15.2,127.62,81.55,29.46,141.33,324,Very Poor
25,Ahmedabad,9/6/2019,34.31,115.46,16.31,127.02,80.56,25.24912927,16.31,121.46,80.39,26.9,256.09,360,Very Poor
26,Ahmedabad,10/6/2019,33.97,107.59,15.38,135.26,83.52,25.24912927,15.38,100.23,90.29,7.91,123.47,348,Very Poor
27,Ahmedabad,11/6/2019,41.08,156.33,12.8,140.5,83.14,25.24912927,12.8,91.23,85.2,6.3,87.51,333,Very Poor
28,Ahmedabad,12/6/2019,25.56,77.07,13.75,120.8,74.61,25.24912927,13.75,58.37,88.79,6.3,80.04,321,Very Poor
29,Ahmedabad,13-06-2019,26.75,103.12,14.4,112.66,71.38,25.24912927,14.4,60.94,77.88,6.3,80.04,338,Very Poor
30,Ahmedabad,14-06-2019,32.71,96.84,18.89,116.69,78.46,25.24912927,18.89,48.67,53.57,6.3,80.04,369,Very Poor
31,Ahmedabad,15-06-2019,32.79,107.15,25.17,103.69,79.28,25.24912927,25.17,30.37,30.45,6.3,80.04,397,Very Poor
32,Ahmedabad,16-06-2019,28.02,104.64,25.92,115.78,86.11,25.24912927,25.92,42.55,21.04,6.3,80.04,414,Severe
33,Ahmedabad,17-06-2019,26.92,72.7,22.25,130.64,89.1,25.24912927,22.25,25.9,24.37,6.3,80.04,363,Very Poor
34,Ahmedabad,18-06-2019,69.38,171.87,19.2,145.75,92.99,25.24912927,19.2,37.85,7.21,6.3,80.04,371,Very Poor
35,Ahmedabad,19-06-2019,42.08,125.62,30.2,155.72,113.35,25.24912927,30.2,33.25,41.97,6.3,80.04,565,Severe
36,Ahmedabad,20-06-2019,35.67,103.64,18.86,147.44,93.61,25.24912927,18.86,25.28,74.84,6.3,80.04,348,Very Poor
37,Ahmedabad,21-06-2019,63.09,152.67,12.65,163.54,110.17,25.24912927,12.65,26.31,113.94,6.3,80.04,184,Moderate
38,Ahmedabad,22-06-2019,46.13,102.66,14.35,146.55,87.86,25.24912927,14.35,39.92,108.07,6.3,80.04,328,Very Poor
39,Ahmedabad,23-06-2019,57.49,115.42,21.05,277.31,162.63,25.24912927,21.05,37.43,101.47,6.3,80.04,440,Severe
40,Ahmedabad,24-06-2019,49.23,97.91,19.38,174.15,107.05,25.24912927,19.38,20.97,90.33,6.3,80.04,411,Severe
41,Ahmedabad,25-06-2019,70.03,136.54,24.95,213.58,136.58,25.24912927,24.95,28.94,52.14,6.3,80.04,469,Severe
42,Ahmedabad,26-06-2019,60.03,109.4,25.55,176.24,117.3,25.24912927,25.55,35.87,52.95,6.3,80.04,436,Severe
43,Ahmedabad,27-06-2019,49.43,102.77,29.88,164.64,114.39,25.24912927,29.88,44.06,31.31,6.3,80.04,517,Severe
44,Ahmedabad,28-06-2019,59.63,112.5,41.59,184.07,141.36,25.24912927,41.59,38.49,21.31,6.3,80.04,640,Severe
45,Ahmedabad,29-06-2019,53.13,117.3,29.06,107.86,84.37,25.24912927,29.06,30.43,43.43,6.23,79.21,465,Severe
46,Ahmedabad,30-06-2019,43.22,104.74,28.45,168.15,117.79,25.24912927,28.45,40.42,69.91,6.23,79.21,486,Severe
47,Ahmedabad,1/7/2019,44.75,114.84,24.72,119.51,88.78,25.24912927,24.72,48.21,58.82,6.3,80.04,446,Severe
48,Ahmedabad,2/7/2019,44.27,96.61,24.13,118.73,95.73,25.24912927,24.13,47.13,49.16,6.3,80.04,426,Severe
49,Ahmedabad,3/7/2019,47.77,102.68,39.11,144.03,114.85,25.24912927,39.11,44.8,21.77,6.3,80.04,534,Severe
50,Ahmedabad,4/7/2019,47.88,116.88,37.12,106.12,94.1,25.24912927,37.12,35.22,23.22,6.3,80.04,610,Severe
51,Ahmedabad,5/7/2019,47.71,100.89,34.67,171.04,122.97,25.24912927,34.67,40.63,21.04,6.3,80.04,491,Severe
52,Ahmedabad,6/7/2019,34.72,80.67,26.15,148.91,102.6,25.24912927,26.15,32.86,50.85,6.3,80.04,451,Severe
53,Ahmedabad,7/7/2019,37.99,113.3,35.85,113.12,96.06,25.24912927,35.85,32.57,27.37,6.3,80.04,509,Severe
54,Ahmedabad,8/7/2019,41.69,120.12,36.14,137.36,108.22,25.24912927,36.14,30.42,27.49,6.3,80.04,491,Severe
55,Ahmedabad,9/7/2019,45.31,128.97,40.51,157.22,122.89,25.24912927,40.51,31.64,33.43,6.3,80.04,524,Severe
56,Ahmedabad,10/7/2019,43.48,116.84,37.34,103.67,93.15,25.24912927,37.34,91.4,30.35,6.3,80.04,575,Severe
57,Ahmedabad,11/7/2019,41.97,109.2,30.92,107.17,87.53,25.24912927,30.92,96.35,34.38,6.3,80.04,490,Severe
58,Ahmedabad,12/7/2019,38.49,101.6,36.22,117.03,98.39,25.24912927,36.22,103.19,33.11,6.3,80.04,503,Severe
59,Ahmedabad,13-07-2019,41.7,109.85,24.82,102.72,78.41,25.24912927,24.82,102.03,49.25,6.3,80.04,469,Severe
60,Ahmedabad,14-07-2019,42.43,116.7,32.1,114.44,92.42,25.24912927,32.1,142.27,38.2,6.3,80.04,455,Severe
61,Ahmedabad,15-07-2019,38.99,114.94,31.97,103.79,87.09,25.24912927,31.97,156.48,32.57,6.3,80.04,488,Severe
62,Ahmedabad,17-07-2019,34.92,114.11,30.5,110.39,88.63,25.24912927,30.5,116.97,37.07,6.3,80.04,513,Severe
63,Ahmedabad,18-07-2019,32.7,105.78,26,103.72,80.25,25.24912927,26,132.41,45.92,6.3,80.04,466,Severe
64,Ahmedabad,19-07-2019,44.65,120.74,25.34,135.12,94.8,25.24912927,25.34,104.15,58.38,6.3,80.04,429,Severe
65,Ahmedabad,20-07-2019,51.63,130.55,27.48,156.06,107.47,25.24912927,27.48,109.13,52.03,6.3,80.04,459,Severe
66,Ahmedabad,21-07-2019,48.67,104.86,17.33,152.96,94.37,25.24912927,17.33,92.83,76.38,6.3,80.04,385,Very Poor
67,Ahmedabad,22-07-2019,37.73,82.63,13.1,115.28,71.17,25.24912927,13.1,53.67,113.3,6.3,80.04,309,Very Poor
68,Ahmedabad,23-07-2019,73.98,202.3,17.81,168.45,107.32,25.24912927,17.81,35.04,70.3,6.3,80.04,587,Severe
69,Ahmedabad,24-07-2019,52.55,172.36,27.02,99.11,79.15,25.24912927,27.02,46.88,57.81,6.3,80.04,482,Severe
70,Ahmedabad,25-07-2019,48.26,165.97,35.25,157.23,116.89,25.24912927,35.25,50.5,29.11,6.3,80.04,502,Severe
71,Ahmedabad,26-07-2019,46.8,98.91,34.26,32.44,54.89,25.24912927,34.26,57.06,42.64,6.3,80.04,469,Severe
72,Ahmedabad,27-07-2019,39.43,98.23,26.55,43,50.78,25.24912927,26.55,94.84,52.09,6.23,79.17,413,Severe
73,Ahmedabad,28-07-2019,47.55,100.1,32.36,30.99,49.24,25.24912927,32.36,83.52,47.92,6.17,78.37,478,Severe
74,Ahmedabad,29-07-2019,43.84,148.04,33.11,42.69,58.58,25.24912927,33.11,70.53,64.25,6.3,80.04,515,Severe
75,Ahmedabad,1/8/2019,47.31,110.65,59.19,23.06,66.37,25.24912927,59.19,50.69,24.93,2.88,24.5,957,Severe
76,Ahmedabad,2/8/2019,56.72,139.31,45.45,45.13,68.12,25.24912927,45.45,52.12,28.08,2.88,24.5,685,Severe
77,Ahmedabad,3/8/2019,45.43,118.95,36.56,30,55.58,25.24912927,36.56,41.96,30.53,2.51,28.31,492,Severe
78,Ahmedabad,4/8/2019,37.7,106.26,25.9,37.43,47.63,25.24912927,25.9,39.98,40.88,2.14,32.05,464,Severe
79,Ahmedabad,5/8/2019,43.43,153.39,29.34,33.44,49.72,25.24912927,29.34,44.51,43.28,2.14,32.05,477,Severe
80,Ahmedabad,6/8/2019,50.53,181.39,38.94,57.64,70.29,25.24912927,38.94,39.45,41.18,2.14,32.05,564,Severe
81,Ahmedabad,7/8/2019,60.09,199.34,40.91,30.12,60.02,25.24912927,40.91,40.22,26.52,2.14,32.05,545,Severe
82,Ahmedabad,8/8/2019,57.61,195.84,35.46,47.73,62.52,25.24912927,35.46,39.76,37.96,2.12,31.72,530,Severe
83,Ahmedabad,9/8/2019,44.1,99.59,26.54,72.53,65.64,25.24912927,26.54,42.51,45.15,2.14,32.05,448,Severe
84,Ahmedabad,10/8/2019,22.26,50.03,28.38,41.31,52.51,25.24912927,28.38,45.34,37.92,2.14,32.05,440,Severe
85,Ahmedabad,11/8/2019,37.97,95.65,33.04,39.57,56.91,25.24912927,33.04,39.94,34.34,2.14,32.05,452,Severe
86,Ahmedabad,12/8/2019,46.3,160.82,40.24,47.9,65.63,25.24912927,40.24,41.94,33.06,2.1,31.38,573,Severe
87,Ahmedabad,13-08-2019,41.77,175.24,28.77,49.65,57,25.24912927,28.77,37.04,47.71,2.14,32.05,467,Severe
88,Ahmedabad,14-08-2019,47.52,184.48,33.11,36.01,55,25.24912927,33.11,40.95,41.86,2.14,32.05,492,Severe
89,Ahmedabad,15-08-2019,50.55,117.04,31.12,52.84,61.24,25.24912927,31.12,39.98,31.08,2.14,32.05,471,Severe
90,Ahmedabad,16-08-2019,27.6,75.1,33.81,48.35,60.52,25.24912927,33.81,42.4,34.06,2.14,32.05,505,Severe
91,Ahmedabad,17-08-2019,41.4,143.82,30.09,41.39,53.51,25.24912927,30.09,40.05,42.78,2.14,32.05,473,Severe
92,Ahmedabad,18-08-2019,44.46,134.58,36.78,73.54,77.37,25.24912927,36.78,37.46,45.93,2.14,32.05,539,Severe
93,Ahmedabad,19-08-2019,39.88,184.17,34.38,60.79,67.29,25.24912927,34.38,26.36,55.36,2.1,31.43,627,Severe
94,Ahmedabad,20-08-2019,46.58,138.91,26.7,53.62,56.13,25.24912927,26.7,45.91,61.08,2.14,32.05,466,Severe
95,Ahmedabad,21-08-2019,36.44,151.31,24.36,60.1,54.16,25.24912927,24.36,40.9,69.33,2.03,30.38,465,Severe
96,Ahmedabad,22-08-2019,45.37,176.7,24.41,64.69,59.39,25.24912927,24.41,43.82,68.52,2.14,32.05,462,Severe
97,Ahmedabad,23-08-2019,47.67,182.75,25.81,53.56,53.89,25.24912927,25.81,51.27,57.64,2.14,32.05,523,Severe
98,Ahmedabad,26-08-2019,45.77,164.31,36.07,56.76,68.79,25.24912927,36.07,55.67,29.03,2.14,32.05,532,Severe
99,Ahmedabad,27-08-2019,58.51,142.29,46.11,36.67,70.31,25.24912927,46.11,44.52,24.36,2.14,32.05,651,Severe
100,Ahmedabad,28-08-2019,36.1,88.66,27.22,46.87,53.9,25.24912927,27.22,40.52,51.74,2.14,32.05,434,Severe
101,Ahmedabad,29-08-2019,38.5,93.7,37.89,47.69,66.19,25.24912927,37.89,63.22,28.61,2.14,32.05,517,Severe
102,Ahmedabad,30-08-2019,40.53,118.21,36,43.33,61.43,25.24912927,36,49.29,32.49,2.14,32.05,563,Severe
103,Ahmedabad,31-08-2019,37.05,111.11,30.71,48.51,58.68,25.24912927,30.71,46.13,37.33,2.14,32.05,464,Severe
104,Ahmedabad,1/9/2019,31.28,87.45,24.16,47.49,50.72,25.24912927,24.16,47.71,47.56,2.14,32.05,420,Severe
105,Ahmedabad,2/9/2019,25.64,69.07,25.23,52.47,54.36,25.24912927,25.23,48.58,44,2.14,32.05,419,Severe
106,Ahmedabad,3/9/2019,40.18,82.81,29.4,49.59,57.71,25.24912927,29.4,50.91,42.54,2.14,32.05,447,Severe
107,Ahmedabad,4/9/2019,39.16,86.22,16.72,62.06,49.34,25.24912927,16.72,48.32,77.97,2.14,32.05,401,Severe
108,Ahmedabad,5/9/2019,45.55,69.01,20.81,82.99,64.08,25.24912927,20.81,50.79,73.91,2.14,32.05,446,Severe
109,Ahmedabad,6/9/2019,55.43,80.39,22.28,81.63,67.29,25.24912927,22.28,50.6,84.1,2.14,32.05,432,Severe
110,Ahmedabad,7/9/2019,35.05,77.28,25.02,54.26,54.98,25.24912927,25.02,48.29,53.43,2.14,32.05,454,Severe
111,Ahmedabad,8/9/2019,33.15,59.41,18.87,48.34,45.05,25.24912927,18.87,44.03,57.52,2.14,32.05,408,Severe
112,Ahmedabad,9/9/2019,38.7,69.84,21.33,61.48,54.01,25.24912927,21.33,53.34,71.99,2.14,32.05,381,Very Poor
113,Ahmedabad,10/9/2019,45.2,69.26,23.33,72.02,63.4,25.24912927,23.33,50.39,39.15,2.14,32.05,468,Severe
114,Ahmedabad,15-09-2019,66.21,171.53,37.54,44.57,56.46,25.24912927,37.54,68.54,20.67,2.14,32.05,793,Severe
115,Ahmedabad,16-09-2019,38,107.96,23.87,53.2,52.89,25.24912927,23.87,63.42,26.28,2.14,32.05,495,Severe
116,Ahmedabad,17-09-2019,44.41,102.31,36.34,236.79,156.68,25.24912927,36.34,59.59,32.92,2.14,32.05,528,Severe
117,Ahmedabad,18-09-2019,50.66,126.48,25.45,94.87,76.75,25.24912927,25.45,33.42,34.64,2.14,32.05,570,Severe
118,Ahmedabad,19-09-2019,73.61,133.78,31.7,129.85,99.5,25.24912927,31.7,78.7,31.11,2.93,35.37,708,Severe
119,Ahmedabad,20-09-2019,27.17,55.41,11.26,61.34,42.53,25.24912927,11.26,78.36,42.49,0.66,0.04,314,Very Poor
120,Ahmedabad,23-09-2019,59.74,108.29,19.33,112.62,76.98,25.24912927,19.33,114.51,43.41,0.96,19.48,398,Very Poor
121,Ahmedabad,24-09-2019,58.49,89.47,18.72,124.86,82.26,25.24912927,18.72,102.52,60.11,1.31,23.57,476,Severe
122,Ahmedabad,25-09-2019,61.46,103.64,23.56,112.12,81.56,25.24912927,23.56,81.76,60.38,1.15,23.41,572,Severe
123,Ahmedabad,26-09-2019,39.34,59.29,18.91,96.73,68.75,25.24912927,18.91,90.49,48.71,1.15,23.37,427,Severe
124,Ahmedabad,27-09-2019,28.2,40.35,18.36,80.73,60.32,25.24912927,18.36,82.95,40.22,1.15,23.37,466,Severe
125,Ahmedabad,28-09-2019,30.18,48.65,24.72,99.02,76.5,25.24912927,24.72,82.66,34.33,1.15,23.37,438,Severe
126,Ahmedabad,29-09-2019,20.71,44.65,14.94,79.1,55.63,25.24912927,14.94,107.18,33.31,1.15,23.37,432,Severe
127,Ahmedabad,30-09-2019,21.94,34.95,11.62,65.04,44.98,25.24912927,11.62,101.99,42.88,1.15,23.37,322,Very Poor
128,Ahmedabad,1/10/2019,33.66,56.01,11.85,92.52,58.64,25.24912927,11.85,137.97,72.52,1.15,23.37,266,Poor
129,Ahmedabad,2/10/2019,51.11,106.2,21.47,118.26,82.17,25.24912927,21.47,129.38,41.28,1.15,23.37,430,Severe
130,Ahmedabad,3/10/2019,57.08,126.9,18.9,98.77,69.73,25.24912927,18.9,99.59,43.21,14.63,27.09,528,Severe
131,Ahmedabad,4/10/2019,49.88,127.47,25.05,101.3,77.98,25.24912927,25.05,120.8,48.48,40.9,27.42,512,Severe
132,Ahmedabad,5/10/2019,57.65,138.99,49.58,168.74,138.85,25.24912927,49.58,153.44,41.05,1.15,23.37,614,Severe
133,Ahmedabad,6/10/2019,68.62,117.69,55.22,132.77,102.54,25.24912927,55.22,158.04,68.56,1.15,23.37,954,Severe
134,Ahmedabad,7/10/2019,99.81,155.39,36.34,162.56,119.48,25.24912927,36.34,146.33,68.81,1.15,23.37,1217,Severe
135,Ahmedabad,8/10/2019,73.52,153.75,45.99,171.17,132.92,25.24912927,45.99,154.99,70.66,1.15,23.37,659,Severe
136,Ahmedabad,9/10/2019,108.07,195.19,82.73,204.06,176.45,25.24912927,82.73,130.56,67.73,1.15,23.37,1389,Severe
137,Ahmedabad,10/10/2019,117.13,188.14,59.24,199.03,144.33,25.24912927,59.24,134.87,62.92,1.15,23.37,1195,Severe
138,Ahmedabad,11/10/2019,70.26,153.84,34.88,211.8,143.1,25.24912927,34.88,139,67.9,1.15,23.37,615,Severe
139,Ahmedabad,12/10/2019,109.48,212.8,68.52,245.62,197.94,25.24912927,68.52,178.58,54.14,1.15,23.37,904,Severe
140,Ahmedabad,15-10-2019,96.74,208.83,57.78,229.45,160.83,25.24912927,57.78,156.5,59.05,1.15,23.37,919,Severe
141,Ahmedabad,16-10-2019,90.7,188.75,51.18,219.01,162.35,25.24912927,51.18,135.76,77.07,1.15,23.37,1190,Severe
142,Ahmedabad,17-10-2019,100.06,175.79,39.85,239.1,160.51,25.24912927,39.85,134.84,59.32,1.15,23.37,956,Severe
143,Ahmedabad,19-10-2019,87.87,154.68,6.94,186.56,98.87,25.24912927,6.94,100.46,93.28,1.15,23.37,318,Very Poor
144,Ahmedabad,20-10-2019,89.05,129.36,5.69,159.1,83.99,25.24912927,5.69,105.73,76.58,1.15,23.37,228,Poor
145,Ahmedabad,21-10-2019,81.62,118.57,1.7,121.02,60.92,25.24912927,1.7,117.2,114.49,1.15,23.37,225,Poor
146,Ahmedabad,22-10-2019,84.9,128.62,3.67,108.85,57.21,25.24912927,3.67,113.16,133.14,1.15,23.37,258,Poor
147,Ahmedabad,23-10-2019,46.84,83.85,6.05,114.63,62.81,25.24912927,6.05,118.83,91.42,1.15,23.37,249,Poor
148,Ahmedabad,24-10-2019,53.59,106.77,4.79,152.09,79.64,25.24912927,4.79,119.97,116.38,1.15,23.37,270,Poor
149,Ahmedabad,25-10-2019,82.74,148.8,7.26,186.72,99.36,25.24912927,7.26,133.53,90.23,1.15,23.37,334,Very Poor
150,Ahmedabad,26-10-2019,62.7,108.91,1.41,86.91,43.97,25.24912927,1.41,88.46,162.43,1.15,23.37,273,Poor
151,Ahmedabad,27-10-2019,57.54,81.3,7.32,72.14,43.54,25.24912927,7.32,120.11,103.24,1.15,23.37,199,Moderate
152,Ahmedabad,28-10-2019,75.12,158.06,7.95,68.64,42.55,25.24912927,7.95,106.2,55.96,1.15,23.37,212,Poor
153,Ahmedabad,29-10-2019,37.74,93.24,7.42,62.2,38.81,25.24912927,7.42,110.11,51.34,1.15,23.37,200,Moderate
154,Ahmedabad,30-10-2019,20.1,52.97,16.72,74.41,55.36,25.24912927,16.72,134.66,50,1.15,23.37,305,Very Poor
155,Ahmedabad,31-10-2019,54.57,135.53,22.31,115.84,81.95,25.24912927,22.31,129.06,51.69,1.15,23.37,502,Severe
156,Ahmedabad,1/11/2019,63.17,145.88,9.85,112.58,66.15,25.24912927,9.85,136.87,46.54,1.15,23.37,362,Very Poor
157,Ahmedabad,2/11/2019,42.27,111.98,10.87,87.8,55.23,25.24912927,10.87,129.66,39.52,1.15,23.37,275,Poor
158,Ahmedabad,3/11/2019,33.68,69.15,23.59,115.67,83.3,25.24912927,23.59,133.73,36.66,1.44,23.55,351,Very Poor
159,Ahmedabad,4/11/2019,69.31,112.61,28.8,175.04,118.22,25.24912927,28.8,136.74,62.53,2.14,27.52,636,Severe
160,Ahmedabad,5/11/2019,84.29,131.73,17.04,203.26,118.58,25.24912927,17.04,138.03,59.57,2.14,27.52,346,Very Poor
161,Ahmedabad,6/11/2019,112.08,171.65,28.47,192.27,126.26,25.24912927,28.47,120.4,79.31,2.14,27.52,561,Severe
162,Ahmedabad,7/11/2019,56.86,79.47,15.77,156.28,94.22,25.24912927,15.77,163.2,46.86,2.14,27.52,358,Very Poor
163,Ahmedabad,8/11/2019,64.96,92.32,14.87,157.51,93.79,25.24912927,14.87,174.83,27.22,2.14,27.52,316,Very Poor
164,Ahmedabad,9/11/2019,48.99,107.67,14.05,163.7,95.88,25.24912927,14.05,167.13,38.58,2.14,27.52,358,Very Poor
165,Ahmedabad,10/11/2019,68.07,133.46,9.16,155.92,86.5,25.24912927,9.16,168.45,51.38,2.14,27.52,282,Poor
166,Ahmedabad,14-11-2019,49.19,116.2,20.01,202.95,121.82,25.24912927,20.01,155.16,27.68,2.14,27.52,415,Severe
167,Ahmedabad,15-11-2019,43.56,94.58,10.3,121.43,70.98,25.24912927,10.3,145.89,16.36,2.14,27.52,411,Severe
168,Ahmedabad,16-11-2019,70.05,133.55,28.74,145.72,103.85,25.24912927,28.74,156.97,16.41,2.14,27.52,433,Severe
169,Ahmedabad,17-11-2019,58.66,78.4,29.52,136.69,100.34,25.24912927,29.52,135.46,16.08,2.14,27.52,632,Severe
170,Ahmedabad,18-11-2019,62.15,94.91,42.34,147.33,120.16,25.24912927,42.34,143.33,15.8,2.14,27.52,883,Severe
171,Ahmedabad,19-11-2019,52.04,85.17,39.43,112.69,99.94,25.24912927,39.43,158.25,15.84,2.14,27.52,884,Severe
172,Ahmedabad,20-11-2019,46.54,93.8,34.48,97.74,87.15,25.24912927,34.48,172.68,16.99,2.14,27.52,552,Severe
173,Ahmedabad,21-11-2019,55.43,91.22,17.98,109.17,73.76,25.24912927,17.98,157.33,15.43,2.14,27.52,662,Severe
174,Ahmedabad,22-11-2019,55.5,95.86,17.1,99.44,68.01,25.24912927,17.1,176.88,16.02,2.14,27.52,356,Very Poor
175,Ahmedabad,23-11-2019,58.97,104.2,19.45,106.63,74.19,25.24912927,19.45,132.97,14.99,2.14,27.52,477,Severe
176,Ahmedabad,24-11-2019,60.38,98.67,17.72,98.24,68.13,25.24912927,17.72,137.97,16.21,2.14,27.52,443,Severe
177,Ahmedabad,25-11-2019,73.87,106.75,20.3,110.17,76.89,25.24912927,20.3,127.11,15.31,2.14,27.52,378,Very Poor
178,Ahmedabad,26-11-2019,64.06,101.44,16.8,92.88,64.46,25.24912927,16.8,139.64,30.45,1.83,31.73,441,Severe
179,Ahmedabad,27-11-2019,53.91,108.89,11.11,98.4,60.11,25.24912927,11.11,142.7,46.08,4.92,38.32,411,Severe
180,Ahmedabad,28-11-2019,38.15,89.99,7.78,140.56,77.43,25.24912927,7.78,166.39,40.11,1.46,23.05,236,Poor
181,Ahmedabad,29-11-2019,48.47,87.26,5.55,103.61,56.87,25.24912927,5.55,186.08,44.3,3.84,46.94,212,Poor
182,Ahmedabad,30-11-2019,46.95,86.39,8.07,86.67,51.48,25.24912927,8.07,147.78,41.06,3.5,43.31,199,Moderate
183,Ahmedabad,1/12/2019,43.06,79.08,5.26,81.68,45.84,25.24912927,5.26,137.18,42.68,2.75,35.25,248,Poor
184,Ahmedabad,2/12/2019,46.74,76.39,4.02,60.49,34.1,25.24912927,4.02,112.45,48.16,2.75,35.25,192,Moderate
185,Ahmedabad,3/12/2019,41.61,83.5,3.87,54.14,30.83,25.24912927,3.87,123.27,57.81,2.75,35.25,134,Moderate
186,Ahmedabad,4/12/2019,77.66,99.48,4.32,62.09,35.21,25.24912927,4.32,93.11,51.79,2.75,35.25,140,Moderate
187,Ahmedabad,5/12/2019,65.48,121.86,7.8,82.62,48.13,25.24912927,7.8,66.09,42.3,2.75,35.25,197,Moderate
188,Ahmedabad,30-12-2019,69.1,115.57,34.49,45.08,45.8,25.24912927,34.49,68.73,23.67,66.38,271.92,703,Severe
189,Ahmedabad,31-12-2019,74.18,126.67,6.36,22.77,15.85,25.24912927,6.36,95.2,23.67,3.62,17.96,385,Very Poor
190,Ahmedabad,1/1/2020,79.57,131.62,3.78,12.64,8.99,25.24912927,3.78,27.7,23.67,4.21,31.42,216,Poor
191,Ahmedabad,2/1/2020,72.59,128.86,3.63,14.38,9.73,25.24912927,3.63,23.96,23.67,3.71,31.14,162,Moderate
192,Ahmedabad,3/1/2020,69.54,128.99,7.06,15.13,12.65,25.24912927,7.06,35.78,23.66,4.78,31.14,220,Poor
193,Ahmedabad,4/1/2020,66.2,138.47,8.97,20.79,16.84,25.24912927,8.97,38.98,23.65,4.12,31.14,254,Poor
194,Ahmedabad,5/1/2020,55.99,110.41,5.41,15.34,11.53,25.24912927,5.41,45.83,23.61,3.3,31.14,255,Poor
195,Ahmedabad,6/1/2020,46.96,109.44,7.17,16.88,13.58,25.24912927,7.17,38.11,23.64,2.75,31.14,175,Moderate
196,Ahmedabad,7/1/2020,70.06,161.09,7.37,22.67,16.56,25.24912927,7.37,58.67,23.58,2.75,31.14,285,Poor
197,Ahmedabad,8/1/2020,61.4,118.44,2.38,16.33,9.74,25.24912927,2.38,30.54,23.59,2.75,31.14,157,Moderate
198,Ahmedabad,9/1/2020,38.89,93.4,2.41,14.14,8.7,25.24912927,2.41,46.78,23.64,2.75,31.14,129,Moderate
199,Ahmedabad,10/1/2020,56.14,108.83,2.5,11.65,7.55,25.24912927,2.5,26.75,23.58,2.75,31.14,129,Moderate
